# Automated Results file
# Author: 	 slj11
# DataFile name:	src/blocked.jobs
# Sun Apr 28 17:36:29 BST 2013
# Number of Test Runs: 10000

35,58,88,33,19
33,64,103,41,34
32,56,85,41,16
41,56,72,40,3
38,60,86,45,17
31,57,87,34,18
27,57,85,39,16
38,57,87,37,18
27,60,87,43,18
30,59,88,51,19
34,62,89,50,20
33,57,83,36,14
33,60,86,42,17
39,57,86,36,17
42,59,88,35,19
44,59,84,45,15
44,60,83,46,14
39,61,91,48,22
37,58,89,40,20
34,61,89,42,20
39,60,83,47,14
40,58,87,40,18
34,56,79,40,10
44,59,75,43,6
30,58,79,45,10
36,61,87,41,18
37,60,87,44,18
44,58,77,43,8
40,60,85,44,16
41,58,81,38,12
35,59,86,44,17
38,60,77,48,8
33,60,97,41,28
39,59,87,40,18
45,60,88,42,19
24,55,85,32,16
30,58,87,38,18
37,59,83,41,14
24,57,78,39,9
34,59,81,44,12
24,58,83,40,14
22,56,82,37,13
32,60,91,38,22
34,59,80,45,11
28,59,89,34,20
35,58,87,39,18
30,59,82,41,13
29,58,87,40,18
33,60,89,40,20
38,61,97,44,28
37,56,86,36,17
27,56,90,35,21
34,60,95,40,26
36,58,83,36,14
43,59,85,41,16
33,58,81,35,12
22,56,81,37,12
27,57,86,35,17
36,58,85,37,16
30,58,82,40,13
38,60,88,41,19
38,56,72,38,3
23,57,81,39,12
40,62,90,47,21
36,65,111,42,42
29,59,80,41,11
33,55,76,41,7
45,62,89,47,20
41,59,86,37,17
38,59,75,51,6
36,61,81,45,12
36,56,85,31,16
30,58,98,33,29
44,59,81,38,12
38,59,87,46,18
24,54,78,37,9
34,58,83,43,14
29,58,81,45,12
37,57,82,38,13
34,56,76,36,7
33,57,83,41,14
30,58,88,36,19
41,61,79,47,10
30,56,85,39,16
39,63,94,44,25
43,58,75,44,6
38,61,88,44,19
43,59,88,42,19
31,61,90,42,21
28,54,77,35,8
40,62,85,51,16
33,61,92,35,23
34,61,82,50,13
30,59,88,39,19
39,58,81,40,12
42,57,81,39,12
38,63,104,45,35
35,62,100,41,31
36,60,80,49,11
38,61,80,51,11
29,59,85,40,16
35,57,86,36,17
38,58,86,36,17
38,63,88,51,19
38,57,88,39,19
34,63,102,49,33
34,57,82,44,13
36,56,77,37,8
40,63,81,47,12
41,57,74,41,5
24,56,89,35,20
41,63,80,55,11
34,56,87,35,18
35,58,82,42,13
46,62,84,49,15
33,57,82,34,13
34,58,83,38,14
38,62,81,51,12
36,59,84,37,15
30,57,85,43,16
39,59,79,43,10
36,57,83,39,14
45,59,78,43,9
36,60,76,41,7
33,59,82,46,13
36,57,86,38,17
34,56,72,37,3
44,59,85,42,16
40,64,89,52,20
26,59,87,45,18
33,55,85,37,16
30,59,85,42,16
31,60,87,44,18
35,61,90,46,21
36,57,81,39,12
39,60,97,44,28
34,59,81,40,12
38,57,86,34,17
37,59,101,36,32
42,60,85,35,16
28,59,88,39,19
31,57,86,33,17
38,63,98,46,29
42,57,81,40,12
40,60,87,44,18
33,58,81,44,12
27,56,88,34,19
35,58,96,41,27
38,58,83,37,14
41,62,81,43,12
36,58,82,41,13
37,57,87,35,18
28,58,98,34,29
38,58,83,39,14
40,57,84,43,15
30,57,88,37,19
39,63,90,42,21
34,58,90,38,21
33,60,88,40,19
30,61,92,41,23
36,56,81,35,12
42,59,90,43,21
38,62,81,55,12
32,60,88,43,19
33,58,86,38,17
34,57,80,43,11
38,58,83,41,14
40,60,89,44,20
